Time (UTC),Time (Local),Name,Unit,Quantity,Mass (g),Ingredients,Calories (kcal),Carbs (g),Fat (g),Protein (g),Saturated Fat (g),Trans Fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Cholesterol (mg),Sodium (mg),Fiber (g),Sugar (g),Sugar Added (g),Vitamin D (mg),Calcium (mg),Iron (mg),Potassium (mg),Vitamin A (IU),Vitamin C (mg),Alcohol (g),Sugar Alcohol (g),Vitamin B12 (µg),Vitamin B12 Added (µg),Vitamin B6 (mg),Vitamin E (mg),Vitamin E Added (mg),Magnesium (mg),Phosphorus (mg),Iodine (µg)
2025-07-17T23:56:53.910Z,2025-07-17T19:56:53,"Cooked Black Beans","cup",1,172,"null",113.52,20.3906,0.4644,7.6196,0.1195,0,0.0404,0.1987,0,0.86,7.482,0.2752,0,0,23.22,1.806,305.3,5.16,0,0,0,0,0,0.0593,0.7482,0,60.2,120.4,0
2025-07-17T20:22:57.935Z,2025-07-17T16:22:57,"Cherry Airhead","piece",1,15,"null",60,15,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-17T20:05:49.234Z,2025-07-17T16:05:49,"angel hair pasta","portion",1,155,"null",221,43,1,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-17T12:33:29.893Z,2025-07-17T08:33:29,"lamb leg","grams",168,168,"null",250,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-17T12:33:29.893Z,2025-07-17T08:33:29,"matcha","grams",4,4,"null",12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T23:42:46.326Z,2025-07-16T19:42:46,"Cooked Spaghetti","plate",1,200,"null",220,43,1.3,8,0,0,0,0,0,0,2.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T23:42:46.326Z,2025-07-16T19:42:46,"Apple","medium",1,182,"null",95,25,0.3,0.5,0,0,0,0,0,0,4.4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T23:37:21.999Z,2025-07-16T19:37:21,"Roast Pork","piece",1,150,"null",400,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T23:37:21.999Z,2025-07-16T19:37:21,"Cooked Spaghetti","cup",1,140,"null",220,43,1,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T23:37:21.999Z,2025-07-16T19:37:21,"Sautéed Zucchini","cup",0.5,90,"null",20,4,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T19:23:59.038Z,2025-07-16T15:23:59,"purple doritos","cup",1.5,60,"null",300,45,15,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T15:48:39.197Z,2025-07-16T11:48:39,"broccolini","serving",1,75,"null",25,5,0.3,2,0,0,0,0,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T15:41:41.959Z,2025-07-16T11:41:41,"Grilled Chicken Breast","piece",1,150,"null",246,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T15:41:41.959Z,2025-07-16T11:41:41,"Ketchup","tablespoons",2,34,"null",38,10,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T15:10:25.000Z,2025-07-16T11:10:25,"Cocoavia Cocoflavanols","serving",1,10,"null",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T13:11:52.304Z,2025-07-16T09:11:52,"ripple pea protein milk","cup",1,240,"null",100,4,3,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T13:11:52.304Z,2025-07-16T09:11:52,"matcha","kg",0.004,4,"null",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T12:16:48.018Z,2025-07-16T08:16:48,"iodized salt","teaspoon",1,6,"null",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T12:16:48.018Z,2025-07-16T08:16:48,"chicken bone broth","cup",1,240,"null",40,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T12:16:48.018Z,2025-07-16T08:16:48,"ground flaxseeds","tablespoon",1,10,"null",55,3,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T12:16:48.018Z,2025-07-16T08:16:48,"turmeric","teaspoon",1,2,"null",8,1.7,0.2,0.2,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T12:16:48.018Z,2025-07-16T08:16:48,"ginger","teaspoon",1,2,"null",2,0.4,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16T12:16:48.018Z,2025-07-16T08:16:48,"black pepper","teaspoon",1,2,"null",6,1.4,0.2,0.2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T23:35:14.000Z,2025-07-15T19:35:14,"chicken stomachs","cup",1,140,"null",220,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T23:35:14.000Z,2025-07-15T19:35:14,"cooked buckwheat","cup",0.25,45,"null",60,13,0.5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T23:35:14.000Z,2025-07-15T19:35:14,"boiled sour cherries","cup",1,150,"null",70,18,0.5,1,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T23:35:14.000Z,2025-07-15T19:35:14,"Paris Baguette strawberry cream cake","slice",0.0625,15,"null",50,8,2,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T21:29:10.189Z,2025-07-15T17:29:10,"purple doritos","cup",1,28,"null",150,15,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T21:27:29.426Z,2025-07-15T17:27:29,"Oreo Cakester","piece",1,30,"null",140,20,7,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T20:30:25.000Z,2025-07-15T16:30:25,"Vita Coco Coconut Water","cup",0.5,120,"null",30,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T19:51:39.221Z,2025-07-15T15:51:39,"chicken drumstick","drumsticks",4,480,"null",880,0,60,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T19:51:39.221Z,2025-07-15T15:51:39,"broccolini","cup",1,75,"null",25,5,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T16:40:37.000Z,2025-07-15T12:40:37,"Cocovia Flavanols","serving",1,5,"null",20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T16:40:37.000Z,2025-07-15T12:40:37,"Ground Flax Seeds","g",12,12,"null",42.72,2.32,3.36,1.44,0,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T16:40:37.000Z,2025-07-15T12:40:37,"Ripple Pea Protein Milk","cup",1,240,"null",70,6,4,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T13:07:26.000Z,2025-07-15T09:07:26,"Scrambled Eggs","eggs",2,100,"null",140,1,10,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T13:07:26.000Z,2025-07-15T09:07:26,"Hot Sauce","tablespoon",1,15,"null",5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T13:07:26.000Z,2025-07-15T09:07:26,"Tomatoes","cup",1,180,"null",32,7,0,2,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T03:00:39.000Z,2025-07-14T23:00:39,"empanada","piece",1,150,"null",300,30,15,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T01:35:22.000Z,2025-07-14T21:35:22,"empanada","piece",1,100,"null",250,30,12,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T00:23:09.000Z,2025-07-14T20:23:09,"hot dog","piece",1,76,"null",150,2,13,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15T00:23:09.000Z,2025-07-14T20:23:09,"ketchup","tablespoon",1,15,"null",15,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T22:57:44.621Z,2025-07-14T18:57:44,"Sour Patch Kids","cup",1,150,"null",150,37,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T19:33:16.380Z,2025-07-14T15:33:16,"Tortilla Chips","cup",1,28,"null",140,18,7,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T19:33:16.380Z,2025-07-14T15:33:16,"Ice Water","glass",1,240,"null",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T18:51:14.723Z,2025-07-14T14:51:14,"Tortilla Chips","bowl",1,100,"null",500,60,27,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T18:51:14.723Z,2025-07-14T14:51:14,"Watermelon","bowl",1,150,"null",45,11,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T16:28:22.456Z,2025-07-14T12:28:22,"Chickpeas","cup",0.5,120,"null",180,30,3,9,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T16:28:22.456Z,2025-07-14T12:28:22,"Grilled Chicken","grams",85,85,"null",165,0,3.6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T16:28:22.456Z,2025-07-14T12:28:22,"Spinach","cup",1,30,"null",7,1.1,0.1,0.9,0,0,0,0,0,0,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T16:28:22.456Z,2025-07-14T12:28:22,"Olive Oil","tablespoon",1,13.5,"null",119,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T16:28:22.456Z,2025-07-14T12:28:22,"Iced Tea","cup",1,240,"null",90,23,0,0,0,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T12:40:28.804Z,2025-07-14T08:40:28,"Whole grain bread","slice",1,28,"null",69,12,1,3.5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T12:40:28.804Z,2025-07-14T08:40:28,"Fried egg","large eggs",2,100,"null",143,1,9.5,12.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T12:40:28.804Z,2025-07-14T08:40:28,"Green onions","tablespoon",1,6,"null",2,0.4,0,0.1,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14T12:40:28.804Z,2025-07-14T08:40:28,"Strawberries","cup",1,152,"null",49,12,0.5,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T23:36:10.830Z,2025-07-13T19:36:10,"Cherries","cup",1,154,"null",97,25,0.3,2,0,0,0,0,0,0,3.2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T23:36:10.830Z,2025-07-13T19:36:10,"Mashed Banana","cup",0.5,118,"null",105,27,0.3,1.3,0,0,0,0,0,0,3.1,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T23:31:55.100Z,2025-07-13T19:31:55,"Cheese Ravioli","pieces",5,125,"null",250,35,8,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T23:31:55.100Z,2025-07-13T19:31:55,"Ground Beef","cup",0.5,115,"null",230,0,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T21:50:18.000Z,2025-07-13T17:50:18,"watermelon","cup",1.5,240,"null",72,18,0.2,1.5,0,0,0,0,0,0,0.6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T21:45:30.618Z,2025-07-13T17:45:30,"Popcorn","cups",3,24,"null",93,18,1,3,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T21:45:30.618Z,2025-07-13T17:45:30,"Kirkland Soft & Chewy Granola Bar","bar",1,24,"null",100,17,3,1,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T17:10:48.000Z,2025-07-13T13:10:48,"pork banh mi","sandwich",1,200,"null",450,50,15,20,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T17:10:48.000Z,2025-07-13T13:10:48,"beef pho","bowl",1,400,"null",350,40,10,25,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:58:26.252Z,2025-07-13T12:58:26,"Rice Paper Wrapper","piece",1,10,"null",35,8,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:58:26.252Z,2025-07-13T12:58:26,"Lettuce","leaf",1,5,"null",1,0.2,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:58:26.252Z,2025-07-13T12:58:26,"Beef","grams",30,30,"null",85,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:58:26.252Z,2025-07-13T12:58:26,"Avocado","fruit",0.25,50,"null",80,4,7,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:55:08.491Z,2025-07-13T12:55:08,"Iced Coffee with Milk and Sugar","cup",1,240,"null",120,24,2,2,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T14:06:59.962Z,2025-07-13T10:06:59,"matcha","kg",0.005,5,"null",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T14:06:59.962Z,2025-07-13T10:06:59,"pea protein milk","cup",1,240,"null",70,6,3,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T13:55:01.316Z,2025-07-13T09:55:01,"Whole grain toast","slice",1,28,"null",69,11.5,1,3.5,0,0,0,0,0,0,1.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T13:55:01.316Z,2025-07-13T09:55:01,"Avocado","avocado",0.25,50,"null",80,4,7.5,1,0,0,0,0,0,0,3.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T13:55:01.316Z,2025-07-13T09:55:01,"Fried egg","large egg",1,46,"null",90,0.6,7,6.3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T13:55:01.316Z,2025-07-13T09:55:01,"Blackberries","cup",0.5,72,"null",31,7,0.4,1,0,0,0,0,0,0,3.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T22:20:49.000Z,2025-07-12T18:20:49,"ginger ale","cup",1,240,"null",100,26,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T22:20:49.000Z,2025-07-12T18:20:49,"pepperoni pizza","slice",1,100,"null",285,36,12,12,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T22:00:55.000Z,2025-07-12T18:00:55,"blue doritos","cup",1,28,"null",150,15,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T22:00:55.000Z,2025-07-12T18:00:55,"ginger ale","cup",0.5,120,"null",60,15,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T21:26:49.838Z,2025-07-12T17:26:49,"Tortilla Chips","cup",1,28,"null",140,19,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T16:14:36.442Z,2025-07-12T12:14:36,"Tuna Sushi Roll","pieces",4,120,"null",200,30,2,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T16:14:36.442Z,2025-07-12T12:14:36,"Avocado Sushi Roll","pieces",2,100,"null",180,28,7,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T16:14:36.442Z,2025-07-12T12:14:36,"Soy Sauce","tablespoon",1,15,"null",10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T15:58:42.253Z,2025-07-12T11:58:42,"Miso Soup","bowl",1,240,"null",35,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T15:58:42.253Z,2025-07-12T11:58:42,"Seaweed Salad","bowl",1,100,"null",70,14,2,2,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T15:58:42.253Z,2025-07-12T11:58:42,"Salad with Dressing","bowl",1,150,"null",80,10,4,2,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T06:52:15.245Z,2025-07-12T02:52:15,"French Fries","medium",1,117,"null",365,48.1,17.1,3.4,0,0,0,0,0,0,4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T06:51:49.947Z,2025-07-12T02:51:49,"Cookies & Cream Milkshake","shake",1,400,"null",600,80,30,10,0,0,0,0,0,0,2,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T22:42:40.016Z,2025-07-11T18:42:40,"Iced Coffee with Milk and Sugar","cup",1,240,"null",120,24,2,2,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T22:42:40.016Z,2025-07-11T18:42:40,"Slice of Cake with Cream","slice",1,150,"null",350,45,18,4,0,0,0,0,0,0,1,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T22:19:00.000Z,2025-07-11T18:19:00,"Ground Beef","cup",0.5,115,"null",230,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T22:19:00.000Z,2025-07-11T18:19:00,"Tomato Sauce","cup",0.25,60,"null",30,7,0.2,1,0,0,0,0,0,0,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T22:19:00.000Z,2025-07-11T18:19:00,"Spaghetti","cup",1,140,"null",220,43,1.3,8,0,0,0,0,0,0,2.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T19:29:32.000Z,2025-07-11T15:29:32,"Cocovia cocoa flavanols","cup",1,240,"null",60,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T19:29:32.000Z,2025-07-11T15:29:32,"Pea protein milk","cup",1,240,"null",70,6,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T19:29:32.000Z,2025-07-11T15:29:32,"Honey","teaspoon",1,5,"null",21,5.8,0,0,0,0,0,0,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T19:29:32.000Z,2025-07-11T15:29:32,"Ground flaxseeds","tablespoon",1,14,"null",55,3,4.3,1.9,0,0,0,0,0,0,3.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T16:50:59.585Z,2025-07-11T12:50:59,"Cooked Buckwheat","g",130,130,"null",118.5294,25.6176,0.7647,4.3588,0,0,0,0,0,0,3.4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T16:50:59.585Z,2025-07-11T12:50:59,"Grilled Fish","fillet",1,150,"null",232,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T13:25:12.000Z,2025-07-11T09:25:12,"matcha","g",1,4,"null",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T13:25:12.000Z,2025-07-11T09:25:12,"Ripple Pea Protein Milk","cup",1,240,"null",100,4,3,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T12:24:23.407Z,2025-07-11T08:24:23,"strawberry","cup",1,150,"null",50,12,0.5,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T12:24:23.407Z,2025-07-11T08:24:23,"multigrain sourdough","piece",1,70,"null",200,36,3,8,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T12:24:23.407Z,2025-07-11T08:24:23,"avocado","fruit",0.5,100,"null",160,8,15,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T12:24:23.407Z,2025-07-11T08:24:23,"egg","large",1,50,"null",70,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T12:24:23.407Z,2025-07-11T08:24:23,"olive oil","tablespoon",0.25,3.5,"null",30,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T23:40:53.000Z,2025-07-10T19:40:53,"Doritos","oz",3,85.05000000000001,"null",450,45,27,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T23:40:53.000Z,2025-07-10T19:40:53,"Coconut Water","cup",2,480,"null",92,18,0,2,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T23:10:13.749Z,2025-07-10T19:10:13,"Green Grapes","cup",1,151,"null",34.5,9.05,0.08,0.36,0.027,0,0.0035,0.024,0,1,0.45,7.74,0,0,5,0.18,95.5,0,1.6,0,0,0,0,0.043,0.095,0,3.5,10,0
2025-07-10T23:10:13.749Z,2025-07-10T19:10:13,"Fried Chicken Drumstick","g",117,117,"null",249.6,6.24,17.16,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T17:05:20.867Z,2025-07-10T13:05:20,"pork thighs","g",115,115,"null",250,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T17:05:20.867Z,2025-07-10T13:05:20,"cabbage","g",60,60,"null",14,3,0.1,1,0,0,0,0,0,0,1.4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T17:05:20.867Z,2025-07-10T13:05:20,"tomato sauce","g",40,40,"null",20,4.5,0.1,0.8,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T17:05:20.867Z,2025-07-10T13:05:20,"buckwheat","cup",1,100,"null",343,72.9,3.4,13.3,0,0,0,0,0,0,10,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T14:03:28.000Z,2025-07-10T10:03:28,"matcha","kg",0.004,4,"null",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T14:03:28.000Z,2025-07-10T10:03:28,"ripple pea protein milk","cup",1,240,"null",100,5,4,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T12:11:03.530Z,2025-07-10T08:11:03,"Fried Chicken Breast","g",168,168,"null",305.76,9.24,16.8,28.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T12:11:03.530Z,2025-07-10T08:11:03,"Strawberries","cup",1,144,"null",46.08,11.0592,0.432,0.9648,0.0216,0,0.0619,0.2232,0,1.44,2.88,7.0416,0,0,23.04,0.5904,220.32,17.28,84.672,0,0,0,0,0.0677,0.4176,0,18.72,34.56,0
2025-07-10T11:06:28.263Z,2025-07-10T07:06:28,"peach","medium",1,150,"null",58,14,0.4,1,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:12:36.466Z,2025-07-09T20:12:36,"Grilled Fish Fillet","fillet",1,150,"null",232,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T23:11:12.389Z,2025-07-09T19:11:12,"Herr's Kettle Cooked Potato Chips, Honey Jalapeño","oz",1,28,"null",150,15,9,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T23:09:20.566Z,2025-07-09T19:09:20,"Chocolate-filled pastry","piece",1,50,"null",200,25,10,3,0,0,0,0,0,0,1,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
